id,Capacity,Country Code,K,BC,phi,rho_C,rho_CM
577,10510,NOR,46,0.000347411,0.2975,1.1537,0.062088278
579,22893,NOR,43,0.000258303,0.2744,1.1345,0.05152752
580,4208,NOR,14,1.56E-06,0.0847,1.0167,0.00176881
581,1536,NOR,19,5.26E-06,0.1094,1.0268,0.00404895
582,12640,NOR,17,0,0.0974,1.0219,0.002817912
583,12640,NOR,17,0,0.0974,1.0219,0.002817912
584,22386,NOR,34,0.000351621,0.201,1.0817,0.024160347
585,1536,NOR,19,5.26E-06,0.1094,1.0268,0.00404895
586,916,SWE,9,0,0.062,1.0063,0.000442898
587,15868,SWE,20,0.000207512,0.1142,1.0284,0.004563422
588,916,SWE,9,0,0.062,1.0063,0.000442898
589,9309,NOR,39,0.001299568,0.2378,1.1092,0.037033753
590,22606,NOR,43,0.000258303,0.2744,1.1345,0.05152752
591,26575,EST,22,0.000196922,0.1221,1.0324,0.005649549
592,608,SWE,5,0,0.0481,1.0015,7.67E-05
593,37083,RUS,21,2.61E-05,0.118,1.0295,0.004988469
594,1398,NOR,15,0,0.0898,1.0189,0.002169925
595,3374,NOR,20,0,0.1142,1.0284,0.004563422
596,1908,NOR,8,1.93E-06,0.0558,1.0035,0.000218826
597,4265,FIN,10,0,0.0655,1.0075,0.000576726
598,4772,NOR,26,2.64E-05,0.1412,1.0445,0.009067398
599,151694,RUS,64,0.001871132,0.4571,1.2294,0.139686225
600,25120,NOR,54,0.000399014,0.3742,1.1983,0.098274877
601,4772,NOR,26,2.64E-05,0.1412,1.0445,0.009067398
602,5304,RUS,15,9.95E-06,0.0898,1.0189,0.002169925
604,45279,FIN,36,0.000206677,0.2169,1.0922,0.029232937
605,2260,NOR,16,1.08E-06,0.0924,1.021,0.002471755
606,14921,NOR,54,0.002737516,0.3742,1.1983,0.098274877
607,1301,FIN,7,0,0.0538,1.0031,0.000179449
608,1197,NOR,15,0,0.0898,1.0189,0.002169925
609,44568,FIN,38,0.000170806,0.229,1.1015,0.033562809
610,6374,FIN,24,3.54E-05,0.1298,1.0364,0.00684506
611,14415,SWE,14,1.32E-05,0.0847,1.0167,0.00176881
612,3340,NOR,5,0,0.0481,1.0015,7.67E-05
