id,Capacity,Country Code,K,BC,phi,rho_C,rho_CM
914,3560,ARE,1,0,0.0367,1,6.87E-16
915,163265,OMN,28,0.0006425,0.189,1.1091,0.026179237
916,290986,ARE,41,0.004628232,0.3164,1.2048,0.078914941
917,10433,QAT,7,0,0.0552,1.0058,0.000355835
918,2553403,ARE,130,0.030606934,0.9249,1.2063,0.36743083
919,2659,ARE,6,1.84E-06,0.0505,1.0037,0.000204506
920,35670,QAT,17,0.000104132,0.1146,1.0469,0.00681053
921,25973,ARE,20,9.47E-05,0.1334,1.0595,0.010272295
922,921245,ARE,78,0.005802226,0.6646,1.2752,0.257562335
923,3899,IRN,8,9.87E-06,0.0579,1.0073,0.000474727
924,1581,ARE,4,0,0.0439,1.0011,5.26E-05
925,11609,ARE,12,0,0.0783,1.024,0.002177838
926,260580,BHR,34,0.001158307,0.2577,1.1676,0.052968122
927,1300,IRN,4,0,0.0439,1.0011,5.26E-05
928,401761,SAU,44,0.001353807,0.3418,1.2071,0.088933482
929,194672,SAU,37,0.000894699,0.2902,1.1893,0.066976432
930,135787,IRN,25,0.002048189,0.1667,1.085,0.018534148
931,56117,IRN,15,0.000476624,0.0976,1.0344,0.004172704
932,10304,IRN,7,6.18E-05,0.0552,1.0058,0.000355835
933,22354,KWT,12,0,0.0783,1.024,0.002177838
934,257692,JOR,34,0.000204961,0.2577,1.1676,0.052968122
935,26615,IRQ,16,3.91E-05,0.103,1.0405,0.005147095
936,396,IRQ,5,0,0.0484,1.0027,0.00014033
937,396,IRQ,5,0,0.0484,1.0027,0.00014033
938,4646,IRN,7,6.18E-05,0.0552,1.0058,0.000355835
939,57862,IRN,16,0.00135936,0.103,1.0405,0.005147095
940,382017,ISR,65,0.002233777,0.5545,1.2782,0.20047382
